client_id,Conso moyenne (kWh/j),Volatilité (écart-type),Tendance linéaire (slope),Variation journalière moy,Ratio 1ère/2ème période,Amplitude max-min,Coefficient de variation,Jours très faible conso (<0.5 kWh),Ratio Weekend/Weekday,Volatilité Weekend vs Weekday,Autocorrélation temporelle (lag-1),Instabilité directionnelle,score_IF,label_IF
AGR_CEN_0002,-0.6302004539816988,-0.680131553944421,-0.8480900865731348,0.4640228095081073,1.9475771408394262,-0.6984604118932619,-0.454898217852456,-0.07946148665290104,-0.14629598470018376,2.394965798777014,-2.160955541492001,0.12763465583106934,0.08871202578710641,1
AGR_CEN_0014,-0.11818245456828734,-0.14732524662514002,-0.20710006386272306,0.6708963497708869,0.08820825231878088,0.10813646801767801,0.13905763575789432,-0.07946148665290104,-0.605697927348532,1.4562194952645224,-1.2273435057927808,-0.7628396871763954,0.10575520023797974,1
AGR_CEN_0038,-0.04302360367784244,-0.30530335568862943,-0.13653831219986015,0.9726844060831485,0.2847436214430051,-0.21975089490797323,-0.6064922391067844,-0.07946148665290104,-0.06359107429038685,1.6791400132842635,-0.9972545858036146,1.4633461703422666,0.08770423660828042,1
AGR_CEN_0073,-0.3371705695959999,-0.4584447989346611,0.2505412355212688,1.0051023921986408,-0.6149093845149934,-0.43783972967820883,-0.3970979370001991,-0.07946148665290104,-0.05954216376152294,0.7756248040275076,-2.305501664725083,1.4633461703422666,0.10079229940625878,1
AGR_CEN_0170,-0.5349073790631088,-0.566271982384192,0.17830201890323016,0.7818527558569012,-0.6413351065390104,-0.5551793655366065,-0.09380371604692594,-0.07946148665290104,0.6069757143089107,0.7388083874340715,0.4877046014623061,0.5728718273348017,0.1410696243460255,1
AGR_CEN_0185,-0.5563928035077609,-0.6173222192799791,-0.34849412605218155,0.482069935799206,0.34732389923745166,-0.6550236315240864,-0.3714288100295307,-0.07946148665290104,-0.19053177583370276,1.4667755795958324,-4.832244805598764,1.0181089988385341,0.07510309565617362,1
AGR_CEN_0197,-0.1789062039794173,-0.3298558770073386,-1.7139325623073958,0.22105501666313018,1.0614029298259726,-0.27042713867201135,-0.35146021266096,-0.07946148665290104,-0.8089824532842425,1.0017950884450868,0.48604666879794683,1.4633461703422666,0.09083998706689483,1
AGR_CEN_0208,-0.19956886777441402,-0.44072267546655564,-1.0940100564533755,0.2835515465971203,-0.04945164284148715,-0.3211033824360496,-0.7343234513389715,-0.07946148665290104,-0.2025175653069689,0.5845521690038638,1.4195525129738724,-1.6533140301838603,0.09679404421346466,1
AGR_EST_0053,-0.2046057683369368,-0.37298532691102165,-0.16572259496839592,0.5148221279571258,-0.10738558306466046,-0.21884596198361547,-0.4475020097314766,-0.07946148665290104,0.37043762461130925,0.7098329052988888,-0.9709102780248798,1.0181089988385341,0.1358912902146996,1
AGR_EST_0087,-0.35551211188343307,-0.4617243440960058,0.20974095886958163,0.517495776296548,-0.78753217342608,-0.3591105652590782,-0.3435406573150917,-0.07946148665290104,-0.5041001129367916,1.6133348871599111,0.34670912749461474,1.0181089988385341,0.1359178311939837,1
AGR_EST_0115,-0.008962650604315885,-0.038704467635546976,-1.1724540896798041,0.6391467757402497,0.7624359636758444,0.29063127442983944,0.1594843839418351,-0.07946148665290104,-0.4359704080783977,1.3287011474922936,-3.0319429364660753,1.9085833418459988,0.03623397093218972,1
AGR_EST_0140,-0.20823126648419735,-0.5376454521457161,-1.7370924010433668,0.21637613206914158,1.0611058166940357,-0.47554526819311815,-1.1072078256715299,-0.07946148665290104,-0.12426924703412244,1.3113802600442124,1.4017244859512827,0.5728718273348017,0.08140873042300956,1
AGR_EST_0165,-0.43297870605949573,-0.5996194414265825,-0.8407669599946296,0.5799923062305378,1.1285841140670023,-0.5587990972340379,-0.828221292294357,-0.07946148665290104,-0.10952065451732515,2.8919288743339235,1.0729787143257088,0.12763465583106934,0.09788598899286727,1
AGR_EST_0184,-0.0006146401102543056,-0.0689571799955423,-1.1054997895334442,0.465693839720246,0.5956488999163665,0.3759966136275941,0.04098042496201348,-0.07946148665290104,-0.36205917490430095,-0.031181082200484194,-0.7239157154956778,1.4633461703422666,0.09182715838046546,1
AGR_EST_0228,-0.256647051705365,-0.45847877412363586,0.03293976004560278,0.39517636476798995,-0.9668459342910325,-0.288525797159168,-0.6581945215528412,-0.07946148665290104,-0.18521349417645322,0.9582645585144594,-0.9642352781588922,-0.7628396871763954,0.12922796882245713,1
AGR_EST_0236,-0.5621855736102105,-0.5978812162057447,0.5455405832835689,0.7601293630990973,-1.5878991753604383,-0.5759928227968365,-0.1664937574382156,-0.07946148665290104,0.015147157831396698,1.8156716891993914,-0.7992796532360089,0.12763465583106934,0.12082255186305757,1
AGR_NOR_0027,-0.347117277612562,-0.6009776295709582,-0.6249692102772274,0.5021222983448713,0.6645122382591184,-0.5557826541528451,-1.0911695907258074,-0.07946148665290104,-0.04095387632828382,1.109115801299379,-1.1185444940962805,1.0181089988385341,0.1409007521189392,1
AGR_NOR_0109,-0.29567132512071337,0.33066521334372034,0.18174713510149193,1.5120929585615432,1.0581385600646525,0.5479338692555804,3.153499849531322,-0.07946148665290104,0.0423843379772906,0.9764942962627753,-2.5127057760453875,1.9085833418459988,-0.019673136888271547,-1
AGR_NOR_0135,-0.24130892024472156,-0.3918285054876117,-0.6835181483901199,0.2507993544392004,-0.6550903559613858,-0.2417709294006803,-0.4150132984750889,-0.07946148665290104,0.32999603025906016,1.7876143360137717,-0.8065868251172171,0.5728718273348017,0.11187920855293026,1
AGR_NOR_0188,-0.2400714347147525,-0.4012040077658491,-0.7108806681428239,0.47037272431423477,0.965982880077856,-0.3301527116796276,-0.4589548564464243,-0.07946148665290104,-0.48209789355743704,0.09668243852086203,-1.1682285428456738,0.12763465583106934,0.14550280474582727,1
AGR_NOR_0225,-0.2963134797741027,-0.43568518943911233,-1.1126425435361247,0.7765054591780572,1.4259819604037698,-0.2275936469190744,-0.4318527535829175,-0.07946148665290104,0.22568237027157725,-0.20366348128512268,-1.2327707363484868,1.4633461703422666,0.10611871298427972,1
AGR_NOR_0250,-0.40811528057357715,-0.43261361279618854,1.298289453975348,0.7367349401291544,-1.375346948613668,-0.31265734180870985,0.05657558105194449,-0.07946148665290104,-0.2683793458871717,1.740662735876741,-0.46455029587540403,1.9085833418459988,0.06914980391870568,1
AGR_OUE_0103,-0.6094240753001643,-0.6305870409626425,0.1409288211922256,0.6942907727408296,-1.1228310796857255,-0.6242559120959204,-0.10396008818906659,-0.07946148665290104,0.42461888926457,0.03280689233892573,-0.3791735061755412,1.4633461703422666,0.13738380574646153,1
AGR_OUE_0191,-0.043277789894809085,-0.21742984566152834,-0.8864192589360159,-0.10680111095849633,1.1722929280431273,0.030613880831024662,-0.31882252372076547,-0.07946148665290104,0.30051088093861467,1.7878401825404628,0.11151161960536338,0.5728718273348017,0.09212271140821143,1
AGR_OUE_0238,-0.3998074047453524,-0.493191423865604,-1.1692434578301092,0.5362113146725022,0.18575389553265023,-0.4619712743277508,-0.33147816617177245,-0.07946148665290104,-0.04645088730763619,1.5024283527345037,-0.3860472159065329,1.0181089988385341,0.14170827146083798,1
AGR_SUD_0041,-0.006775311316208532,-0.23298703731130033,-2.966529915126295,0.29157249161538645,1.9210160137602919,0.16062257763043206,-0.4552041648121938,-0.07946148665290104,-0.44263965960670243,0.4209354553588295,-0.4376671643278468,0.12763465583106934,0.05290299289294281,1
AGR_SUD_0219,-0.17173547701656955,-0.3330001979511848,-2.6210623206480665,0.5522532047090344,2.3050376381461897,-0.1325756898615031,-0.3845105903059627,-0.07946148665290104,-0.489381635242575,0.7153852722168936,-1.7397299450811967,2.353820513349731,0.04203466798791422,1
AGR_SUD_0241,-0.6157854198353024,-0.6564731233923669,-0.9081361170653836,0.435949501944176,0.731958310461558,-0.6161115157767001,-0.3167191328023516,-0.07946148665290104,0.2840087729428125,1.894187913840206,-1.632954615183265,0.12763465583106934,0.11982104461242371,1
AGR_SUD_0248,0.18252652921419255,-0.13911605660330031,-2.08775472570536,0.26249656592417175,1.1652170079707054,0.21401362016754352,-0.5630164632914404,-0.07946148665290104,-0.2911351374311154,3.3269049655209484,-1.5358603891012552,1.0181089988385341,0.007404098195721853,1
COM_CEN_0008,0.6363760196080859,1.183272775794439,0.7441488265248088,-1.014504722192275,0.6563750992241799,1.1479043981048174,1.2655036146268124,-0.07946148665290104,1.3141944228430813,-0.5998518174814486,0.7907885763226031,-0.317602515672663,0.11721492090460328,1
COM_CEN_0013,0.6433728296856405,1.2080578700546811,-0.3871840435667156,-1.1114244744963246,1.2152373105360106,1.438387866823679,1.2930483918617766,-0.07946148665290104,1.5747473670640229,-1.05668656547653,0.7697862518289336,-1.2080768586801278,0.09475535972948346,1
COM_CEN_0015,0.14240524159930404,0.4981591415952679,1.181642509189113,-0.7702001051775873,0.3708189398401318,0.4740310137663583,1.2133728082510362,-0.07946148665290104,1.8804340091508052,-0.8260369217089729,1.1164660044722012,-1.2080768586801278,0.0832375245438392,1
COM_CEN_0082,-0.20998381355907245,0.10905681956982614,1.2418328377420227,-0.05800702876404443,-0.2339950866255058,0.1159792200287793,1.535848283221824,-0.07946148665290104,2.1746368263658398,-0.3394980272426434,1.0374150458188967,-1.2080768586801278,0.05582541216466863,1
COM_CEN_0085,0.6275530822349548,1.1163586665946121,0.5881806602086677,-0.7772184320685704,0.7511498280527836,1.016387479764814,1.1657723649267488,-0.07946148665290104,1.6821887873665047,-0.8449575433289634,1.0121369610356235,-1.2080768586801278,0.10400719983446094,1
COM_CEN_0088,-0.09138587601122765,0.13391797823885007,0.18207180573797035,-0.26053589047526315,0.4952796324490376,0.0656046205728604,1.0272741755674226,-0.07946148665290104,1.7863005033732673,-1.1311764683093715,0.8124895274797066,-0.317602515672663,0.1013814443323266,1
COM_CEN_0127,1.0228260278399892,1.7140850423378833,2.3542085501142984,-1.222046674539911,0.38517516472377056,1.7916133516313493,1.2799761407593866,-0.07946148665290104,1.617692886346807,-0.971961370968757,0.8826846518932806,-1.2080768586801278,0.07116260046375911,1
COM_CEN_0139,0.1426126040394605,1.791910672789614,1.74485587720365,-1.837319998649405,1.2199574346466449,1.7726097602198352,4.6706439287047985,14.819567260766043,2.1587316316439544,0.08599630824691644,0.2324504167255166,-1.6533140301838603,-0.12475117341918895,-1
COM_CEN_0158,1.02247150495843,1.593800662056643,1.214380131701402,-1.35305544317159,0.6549834663186178,1.5855902891858844,1.1079347819048244,-0.07946148665290104,1.516708226165629,-1.0667012788830876,0.7516950945343718,0.5728718273348017,0.10413373372484264,1
COM_CEN_0166,0.5498791256187354,1.0101607247281685,-0.12497643008947243,-0.7762158139412872,1.065439759701709,1.0094496606780703,1.1574189859109847,-0.07946148665290104,1.759972393544399,-1.4589212495031139,1.185409039076957,-1.2080768586801278,0.08991159364657758,1
COM_CEN_0180,-0.1746385511787672,0.04525361223019577,0.5569220928181413,-0.1368796547769939,0.07506612546339704,-0.0076949463001233,1.0902840454301383,-0.07946148665290104,2.0037038236427027,-1.004571732744437,1.2629621355767917,-1.2080768586801278,0.08596824845719703,1
COM_CEN_0207,-0.30112295056355,-0.13728015436929508,0.5801360433268581,-0.10412746261907453,-0.49649936618391316,-0.2306100900002672,0.9947540205944393,-0.07946148665290104,1.3103619754026241,-1.0550931237990775,0.9594042280260452,-0.317602515672663,0.0908498738237925,1
COM_CEN_0227,0.4006383707044675,0.751711313982793,-0.15800264872308373,-0.740789973443945,1.0118326813798044,0.8408304924393961,1.0224328599132648,-0.07946148665290104,1.1743665601312159,-1.006294276812179,0.6254810916558988,-0.317602515672663,0.11556039631754794,1
COM_CEN_0254,0.5449024270549676,1.001355945108156,1.2998947699001793,-1.0135021040649927,0.09247346524044488,1.083654160475412,1.1530164054477186,-0.07946148665290104,1.464842063495329,-0.7734038560512341,0.6717545769844467,0.5728718273348017,0.11114926345943049,1
COM_CEN_0288,0.8679664197085641,1.4564748039046675,-1.0721669375209313,-1.9549605255839744,1.427133070306471,1.3310024931332167,1.2047637965181741,-0.07946148665290104,1.1869922683864345,-0.8852115410268833,0.3412171753572057,0.5728718273348017,0.06353557041941049,1
COM_EST_0011,0.12252520378812548,0.4547172665284516,0.32995928065714425,-0.4252994693921461,1.0162521944806815,0.4414534284894763,1.1669314048429371,-0.07946148665290104,1.3924030325502206,-1.4696894538858003,1.1487887572814515,-1.2080768586801278,0.08883423890682329,1
